address,area,city,state,country,latitude,longitude,property_name,hotel_star_rating
"Annapoorna Estate, Survey No. 40/ 2B, Resurvey No. 330/1, Achoornam Village, Vythiri Taluk, Wayanad District, Kerala",Vythiri,Wayanad,Kerala,India,11.59015125,76.03875068,The Windflower Resorts &amp; Spa,4
"Inner Ring Road, Near Temple Pond, East Nada, Guruvayur, Kerala 680101","Ring Road, East Nada, Guruvayur",Thrissur,Kerala,India,10.594928,76.045321,The Vyshakh International Hotel,0
"Dentonkhan estate A/1, santaveri post",Lingadhahalli Kemengudi Road,Chikmagalur,Karnataka,India,13.315258,75.7754018,The Wildernest,0
"Block: DD, Plot No: 8, Sector  1, Salt Lake, Kolkata  700064, INDIA",Salt Lake,Kolkata,West Bengal,India,22.5900724,88.4110004,The Sonnet,4
"#6 , Resthouse road, Off Brigade road , Bangalore",City Center - Mg Road / Near,Bangalore,Karnataka,India,12.9735949,77.6070334,Treebo Morgen Suites,3
"Poat Nagaon Phata, Alibaug revas Rd. At Gunjis",Village Kihim,Alibaug,Maharashtra,India,18.70751808,72.88135218,The Wavefront,0
Thakur village kandivali east,Others,Mumbai,Maharashtra,India,19.2114533,72.8737217,Theme Apartment  by gagal home,0
"Ranthambhore Road, Sawai Madhopur, Rajasthan",Ranthambhore,Sawai Madhopur,Rajasthan,India,26.01667638,76.36543182,Tiger Safari Resort,2
"Trishul Desert Resort , Khuri,",Khuri,Jaisalmer,Rajasthan,India,26.60278441,70.77771343,Trishul Desert Resort,3
2nd floor municipal library shopping complex  Alleppey kerala,Others,Alleppey,Kerala,India,9.4980667,76.3388484,"Tours To Kerala ,Deluxe Room For 4, Houseboat",0
Tsomoriri Karzok  Leh,Others,Leh,Jammu and Kashmir,India,34.1525864,77.5770535,Tsomoriri Hotel Lake View,2
"N.H-31A,Sisha Golai,gangtok sikkim",National Highway - 31-A,Gangtok,Sikkim,India,27.3284974,88.6117801,The Ridge Hotel,3
15 Camac Street,Others,Kolkata,West Bengal,India,22.5469109,88.3530639,The Senator,3
Nariman Point,Vt Station Area,Mumbai,Maharashtra,India,18.9255728,72.8242221,Trident Nariman Point,5
Ghat  no 9 opp. New park hotel Dal lake srinagar Kashmir india  pin 190001.,Dal Lake Area,Srinagar,Jammu and Kashmir,India,34.0828414,74.83312391,Trambak group of house boats,3
"Village Tala, Ranchha Road,",Village Tala,Bandhavgarh,Madhya Pradesh,India,23.647187,80.988453,The Wildflower Resort,2
"Shirdi Nagar Highway, Next to Sai Ashram(1000 rooms), Shirdi. Tal-Rahata, Ahmed Nagar(MH), 423109",Nagar- Manmad Highway,Shirdi,Maharashtra,India,19.75273575,74.4773255,Treebo Pushpak,4
Taj Nagri Phase-1 shilpgram Road,Fatehabad Road,Agra,Uttar Pradesh,India,27.1588579,78.0583711,The Retreat,3
"E-2, East of Kailash Main Road",Greater Kailash Area,Delhi,Delhi,India,28.5637589,77.2343103,The Solace,3
"# 562, Ramakkalmettu-Cumbammettu Road, Ramakkalmedu, Idukki (DT)",Ramakkalmedu,Thekkady,Kerala,India,9.809305005,77.23682539,Tranquil Greens,3
"No 140, Kamaraj Salai, Saram, Pondicherry - 605013, Near Balaji Theatre",Kamaraj Salai,Pondicherry,Pondicherry,India,11.9138598,79.8144722,Thomu Inn,1
"Near Baga Bridge, Baga Bardez Goa",Baga Area,Goa,Goa,India,15.56552783,73.74957764,Tranquility Cottage Resort,0
"Tree House Hideaway, Bandhavgarh National Park, Village - Vijarhia, Bandhavgarh Dist. - Umaria,Madhya Pradesh - 484661",Village Tala,Bandhavgarh,Madhya Pradesh,India,23.6460187,81.0312989,Tree House Hideaway,3
"Opposite Newtons Supermarket, Murrod Vaddo, Candolim",Candolim Area,Goa,Goa,India,15.5201916,73.7672116,Tina's Inn,2
"NH 33, Tata- Ranchi highway, Asanbani, Kanderbera, Jamshedpur, Jharkhand",Kanderbera,Ranchi,Jharkhand,India,23.6101808,85.2799354,The Wave International,1
"Plot No-10,Jubilee Enclave Shilparamam Beside road, Hitech city",Hi-Tech City,Hyderabad,Andhra Pradesh,India,17.445824,78.3773954,Tulasi Executive Guest House,0
"#294/10, 24th Main, 5th Phase, J. P. Nagar",Jp Nagar,Bangalore,Karnataka,India,12.9029021,77.5858748,Treebo Crystal Castle,4
"42 Raghunadha Resorts, Opp to Ramanaidu Kalyana Mandapam, Thanapalli Road",Tirupati Road,Tirupati,Andhra Pradesh,India,13.60493982,79.43583065,Tirupati Homestay,0
"#37, Hosur Road, Madiwala, Bengaluru,",Koramangala,Bangalore,Karnataka,India,12.9211031,77.6133985,The Royal Comfort Park,1
"Kumarapuram Road,Medical College P.O",Ulloor,Thiruvananthapuram,Kerala,India,8.520524074,76.92941043,The Ruby Arena,3
"Main G.T. Karnal Road, Jindpur",Alipur,Delhi,Delhi,India,28.80421448,77.14267731,Tivoli Grand Resort Hotel,3
"4/70, Prabhu Wada, Calangute, Goa",Calangute Area,Goa,Goa,India,15.2993265,74.123996,Trivikram Holiday Homes,0
"#119,Seven star complex,Above Shopping Singapore, Ambattur OT,Chennai,Tamilnadu.",Others,Chennai,Tamil Nadu,India,13.0826802,80.2707184,Thiruvizha Hotel,0
"Kariyad,Athaani, Nedumbassery, Kochi","Cochin Airport, Nedumbassery",Ernakulam,Kerala,India,10.0573111,76.3212722,The Villa Romantica,1
"Kanyal Road, Gadherni, Manali",Village Simsa,Manali,Himachal Pradesh,India,32.2183135,77.1856541,Tree Hill Cottages and Kanyal Villa,3
2nd floor municipal library shopping complex  Alleppey  kerala,Others,Alleppey,Kerala,India,9.4980667,76.3388484,Tours To Kerala premium Houseboat,0
"450/A, P.N.Road, Railway Station, Near Pushpa Theatre.",Avinashi Tiruppur Road,Tiruppur,Tamil Nadu,India,11.1132494,77.3405185,The Richman Hotel,2
"Zorawer Singh Gate, Amer Road",Amer Road,Jaipur,Rajasthan,India,26.93497935,75.83414685,The Raj Palace,5
"The Residency TowerSouth Gate of Secretariat,Press Road, Trivandrum",Press Road,Thiruvananthapuram,Kerala,India,8.4953214,76.94996697,The Residency Tower,4
"Near bhadiya kund, jhansi road",Jhansi Road,Shivpuri,Madhya Pradesh,India,25.4098788,77.6742478,Tourist Village,0
"1 - New Bhopalpura 100 Feet. Road, Udaipur",Udaipole,Udaipur,Rajasthan,India,24.59310838,73.70983413,The Royal Inn,3
"Near Sao Pedro Church  , Bainguinim Se , Old Goa , Ribander - Panjim Highway , Goa",Others,Goa,Goa,India,15.500072,73.886755,Tourist Guest House-Goa,0
"near Tehla bypass road,village Tehla,Distt. Alwar,",Sariska Tiger Reserve,Alwar,Rajasthan,India,27.26005063,76.46149592,UTSAV CAMP,1
"Kallangada P Aiyappa, P O Box : 4, Nalkeri Kothur Post,South Kodagu",Virajpet,Coorg,Karnataka,India,12.3374942,75.8069082,Tiny's nest homestay,1
"#37 , West of Chord Road, 1st Main Road, Shivanagar-560010",Yeshwanthpur,Bangalore,Karnataka,India,12.98818685,77.54907109,Treebo Urs Regency,2
"Old Bus Stand, Kamarajar Main Road, Perambalur","Near Old Bus Stand, M V K Nagar",Perambalur,Tamil Nadu,India,11.2409839,78.8665733,The Royal Residency Hotel,0
"412/A, 1st C cross, 7th Block, Koramangala, Bengaluru (Bangalore) 560095, India",Koramangala,Bangalore,Karnataka,India,12.93530369,77.61312866,Treebo Elmas,3
"R-1, Sector-20,Near City Park",Main Road,Greater Noida,Uttar Pradesh,India,28.47255718,77.51753437,Tivoli Habitat Centre,2
"4/453,Near Police Choki Baluganj Agra",Fatehabad Road,Agra,Uttar Pradesh,India,27.1677621,78.0182233,The Taj Resiedency,0
"M.G. Road, Matheran, Maharashtra",Bazaar Peth,Matheran,Maharashtra,India,18.98165469,73.26796035,Usha Ascot,3
"N-7/6, DLF PHASE - 2 , GURGAON NEAR CYBER CITY",Dlf Phase I I,Gurgaon,Haryana,India,28.4936018,77.088325,The Residencia Inn - I,0
"#479 ,O.T.C Road, Near Mastaan Dargah,Cottonpet, Majestic",Gandhi Nagar/ Majestic / City Railway Station,Bangalore,Karnataka,India,12.97304005,77.57071962,The Signature Inn,1
"Tourist Complex Area, 10, Bansal Nagar, Fatehabad Road",Fatehabad Road,Agra,Uttar Pradesh,India,27.1598938,78.032916,Udupi Residency,2
"No 6, 9th East Street, Lake view Road K.K Nagar",Vandiyur Lake Area,Madurai,Tamil Nadu,India,9.932786942,78.1488961,The SPK Hotel,3
"Malla Kaniya, across ESTC, Post Ramnagar, Dist. Nainital",Ramnagar,Corbett,Uttarakhand,India,29.41260864,79.06256482,The Ranger's Lodge,0
MUPPADIKKA AMMAVEEDU 28/994 SREEKANTESWARAM,West Fort,Thiruvananthapuram,Kerala,India,8.489354939,76.9409838,The Royal Heritage Hotel,0
"Opp. Hotel Trident, Near TDI Mall, Fatehabad Road",Fatehabad Road,Agra,Uttar Pradesh,India,27.1579833,78.0594033,The Taj Vilas,4
"sy No 216 and 344 channagondanahalli, vasthur hobli, Elunoorkhan Road, Mullayangiri, Chikmagalur.","Chickmagalur, Hornadu,",Chikmagalur,Karnataka,India,13.39257,75.6903291,Trivik Chikmagalur,0
"Tourist Office, Bus Stand, Near Vidhyadhar Colony, Near Payal Hotel","Airport Road, Sevagram",Khajuraho,Madhya Pradesh,India,24.8318452,79.9198549,Tourist Village,1
"11-12, Silicon Town, 2nd phase, Electronic city",Electronic city,Bangalore,Karnataka,India,12.85631038,77.67533045,Treebo Silicon Business,3
"SCO - 165 -167, Sector 34-A, Near Sham Fashion Mall,Chandigarh, 160022",Sector 34,Chandigarh,Punjab,India,30.72057596,76.7714352,The Toy Hotel,3
"Opposite Palace Ground Sankey Road, Bangalore- 560020",Malleswaram,Bangalore,Karnataka,India,12.999357,77.5838052,Tulip Inn Bangalore,0
"opp Sangam Beauty Parlour, Near Fire Station, 204, Harish Mukherjee Rd, Jatin Das Park, Patuapara,",South Kolkata,Kolkata,West Bengal,India,22.52348873,88.34394135,Treebo Globe International,3
"20, Prernatirth 1, Jodhpur Char Rasta, Ahmedabad - 380015, Prernatirth Jain Derasar",S.G. Road,Ahmedabad,Gujarat,India,23.022505,72.5713621,Uma Corporate Services,0
"Behind Sogani Hospital,Sumel Road, Agra Road",Others,Jaipur,Rajasthan,India,26.88773539,75.91183283,The Woodsvilla Resort,0
"Kalamb Beach Road, At and Post Kalamb, Nalasopara West, Thane",Mahim Rd,Palghar,Maharashtra,India,19.6935581,72.7655184,Tulsi Farmhouse,0
"GAT NO. 246, BOPARDI, WAI-MANDHARDEVI ROAD, NEXT TO WAI MIDC, WAI",Mahabaleshwar,Wai,Maharashtra,India,17.98734587,73.88537407,The Yellow Retreat - Wai,0
"39/2, Juhu Beach, Next to Hotel Sun-N-Sand, Juhu, Mumbai -400049",Juhu,Mumbai,Maharashtra,India,19.098821,72.8320717,Treebo Sea Side,2
"Guirim, Bypass Junction, Mapusa, Goa - 403507",Mapusa,Goa,Goa,India,15.5748585,73.806533,Treebo Green Park,3
Treetops Cottage Naggar,Kullu,Kullu,Himachal Pradesh,India,32.1098051,77.154462,Treetops Cottage,0
"1286 Kumar Vaddo Near St Michael Church, Anjuna",Anjuna Area,Goa,Goa,India,15.58774876,73.76520489,The Tamarind Hotel,3
"NH-11 Bikaner Jaipur Highway, 15 km Mile Stone","10th mile stone, jaipur bikaner highway",Bikaner,Rajasthan,India,28.05458098,73.47289582,Umaid Safaris &amp; Desert Lodge,0
"Trees N Tigers Sariska, Village Kushalpura Ghatilata Dist- Alwar Rajasthan",Sariska Tiger Reserve,Alwar,Rajasthan,India,27.42263329,76.54930115,Trees and Tigers Sariska,4
"83/2 Biyabani, Dhar Road Near Gangwal Bus stand Indore, Madhya Pradesh-452002",,Indore,Madhya Pradesh,India,22.71302327,75.84206451,Treebo Shivani,3
Village-Jamun Tola,Village-Jamun Tola,Pench,Madhya Pradesh,India,22.0166165,79.8296743,Tribal Camp Resort,0
"120, St. Marys Road, Alwarpet",Mylapore,Chennai,Tamil Nadu,India,13.0290877,80.2529068,The Raintree St. Marys Road,5
"Survey No.71,plot No.5 Door No.2-1 Miyapur hyderabad 500049",Kukatpally,Hyderabad,Andhra Pradesh,India,17.494935,79.7399875,Treebo Sadhvika,3
"Sana beach, Mandarmoni, Mednipur(E)",Purba Medinipur,Mandarmani,West Bengal,India,21.64996997,87.65497659,The Sana Beach,4
"Kuppamudi Estate, Kolagapara Post, Wayand District",Sulthan Bathery,Wayanad,Kerala,India,11.64595271,76.21730989,Tranquil Resort,4
"Dughera, Tehsil- behror,Neemrana, Dist. Alwar",Delhi-Jaipur Highway,Neemrana,Rajasthan,India,27.988889,76.388333,Treehouse Dwarka Neemrana,4
"Residency Road, Chinnakkada, Kollam 691 001, India.",Chinnakada,Kollam,Kerala,India,8.888970175,76.59064475,The Vaidya Hotel,3
"Sai Jyothi Apt 28, Flat No: T-2(3rd floor) Opp: Andhra Bank, Cook Town, DCosta Layout, 1st cross,",Others,Bangalore,Karnataka,India,12.9715987,77.5945627,Tranquil D'Costa,0
Manchally village  post  Kutta   south coorg,Others,Coorg,Karnataka,India,12.3374942,75.8069082,Tropical Blooms Homestay,3
"G block Sushant lok 2,gurgaon,122002",Sushant Lok,Gurgaon,Haryana,India,28.4750572,77.0756814,Triple Three GuestHouse,1
"Railway station road, opposite RTO office",Railway Station Road,Aurangabad,Maharashtra,India,19.86434871,75.31114929,Tourists Home,0
"Next to Gundecha Onclave, Kherani Road, Sakinaka, Mumbai,",Mumbai Airport,Mumbai,Maharashtra,India,19.10663832,72.88994193,Treebo Arma Residency,3
"744 Main Mathura Road Bhogal, Jangpura, South Delhi, New Delhi",Jangpura,Delhi,Delhi,India,28.58226682,77.25122595,The Sagar Residency,3
Kumily Thekkady Road,Kumily,Thekkady,Kerala,India,9.6035947,77.1672636,Thekkady Woods,3
"1/1128, Kunnumpuram,fortkochi",Fort Kochi,Ernakulam,Kerala,India,9.963619627,76.24542258,Tissa's Inn,3
"29/7, Industrial and Business Park, Phase II, Chandigarh",Industrial and Business Park,Chandigarh,Punjab,India,30.7023276,76.7912985,Turquoise,4
"Survey No. 201/P1, Kedakal Village,Suntikoppa Hobli, Somwarpet Taluk,Mercara, Kodagu District",Suntikoppa,Coorg,Karnataka,India,12.4341183,75.813085,The Windflower Resorts &amp; Spa,5
"105, Snowdon Road, Ooty , Tamil Nadu- 643001",Pudumund,Ooty,Tamil Nadu,India,11.4233527,76.7044143,Treebo Yantra Leisures,3
"Radiant plaza, Aastha Enclave, Dhanaula Road, Barnala, Punjab",Aastha Enclave,Barnala,Punjab,India,30.38237209,75.54442683,UNA Smart Radiant Plaza,3
"Beach Road, Kollam",Beach Road,Kollam,Kerala,India,8.874873896,76.59211575,The Quilon Beach Hotel,5
"Ghodbunder Rd, Anand Nagar, Thane West, Thane, Maharashtra",Thane West,Thane,Maharashtra,India,19.26403417,72.9670662,Treebo Blossom,3
Buxi Bazar,Buxi Bazar,Cuttack,Orissa,India,20.47514416,85.8735527,The Triple C Hotel,3
"Jayendraganj,Lashkar,Gwalior",Lashkar,Gwalior,Madhya Pradesh,India,26.20400148,78.16639892,Usha Kiran Palace Hotel,0
"Kodiyat Near Chandra Shekhar Colony Post Sisarma,Udaipur 313001",Others,Udaipur,Rajasthan,India,24.5819295,73.6393631,The Royale Country Retreat,0
"Civile lines, old patrika marg, Civil lines",Civil Lines,Allahabad,Uttar Pradesh,India,25.4572339,81.8394058,Tulip House,2
"3rd Floor,Shivam Arcade,Opp.Nirman Tower,Near Aloft Hotel,Ghatlodiya,Ahmedabad,Gujarat 380061",S.G. Road,Ahmedabad,Gujarat,India,23.08260887,72.5338957,Treebo Unity,2
"21, Shilpgram Road, Taj Nagari -1, Near Shilpgram, Agra- 282001",Fatehabad Road,Agra,Uttar Pradesh,India,27.1648998,78.0540874,Treebo White Inn,2
C-111 South City 1 Gurgaon,Sector 39,Gurgaon,Haryana,India,28.46350595,77.03271558,The Solitaire Villa,0
"10211, Padam Singh Road,(Ajmal Khan Road), Karol Bagh,",Karol Bagh Area,Delhi,Delhi,India,28.6472667,77.1921117,The South Indian Hotel,3
"Upper Lachumiere, Near Malki Point, Shillong",Lachumiere,Shillong,Meghalaya,India,25.5667438,91.8864572,The White Orchid Guest House,1
"Near Wockhardt Hospital, Mumbai Agra Road, Nashik",Mumbai Agra Road,Nashik,Maharashtra,India,19.9917722,73.7927771,The Square,3
"Utopia Lakeview Serviced Apartment, Housing Board, Teachers Colony",K M Road,Chikmagalur,Karnataka,India,13.333218,75.8053904,Utopia Lakeview Serviced Apartment,2
"22-D, Shyopur Road, Pratap Nagar, Jaipur - 302033, Raghunath Puri,Gaushala Ke Samne",Others,Jaipur,Rajasthan,India,26.8070234,75.8097867,The Wings Hotel,0
"Village and Post Office Tala, Bandhavgarh National Park",Village Tala,Bandhavgarh,Madhya Pradesh,India,23.647187,80.988453,Tiger Trails Resort,3
"Fatehabad Road,Opp Pacific Mall, Only 1 kilometer from the Taj Mahal",Fatehabad Road,Agra,Uttar Pradesh,India,27.15822394,78.05780049,Utkarsh Vilas,4
near St. George's College and near jp Residency Manor,Barlowganj,Mussoorie,Uttarakhand,India,30.43676989,78.08582773,The White House,2
"Address-17/a, Ekdalia Place, Near ballygaunge station,West bengal, India 700019",Ballygunge Area,Kolkata,West Bengal,India,22.5242782,88.3674835,Treebo Ivy Suites,2
"3-4-285/A, Maheshwari Parameshwari X Roads, Behind Visya Hostel, Kachiguda, Hyderabad, Telangana",Others,Hyderabad,Andhra Pradesh,India,17.385044,78.486671,Traveller Lodge,1
"Number 33, Sri Fort Road, Near Gargi College",Greater Kailash Area,Delhi,Delhi,India,28.55512464,77.22363518,Thirty Three - The Boutique Hotel,3
"Dal Lake, Srinagar - 190001, Ghat No 11",Dal Lake Area,Srinagar,Jammu and Kashmir,India,34.1105857,74.8682569,United Continents Group of Houseboats,0
"Tourist Guest House, Near Ganga Sthal Apartments/ vashundhara Hotel",Rishikesh Badrinath Road,Rishikesh,Uttarakhand,India,30.1186933,78.3047517,Tourist Guest House,1
"North of Vijaya Beach park,Seaview Ward.",Beach Road,Alleppey,Kerala,India,9.50013949,76.31649569,The Wind n Waves Alleppey Beach Stay,0
"adjoining vmart , near clock tower , ambala road",saharanpur,Saharanpur,Uttar Pradesh,India,29.967079,77.5510172,The Uttam Hotel,0
"No.357/361, Bilekhalli, Vijaya Bank Layout,near iyappa temple and family doctor clinic building",Bannerghatta Road,Bangalore,Karnataka,India,12.89553091,77.60806458,Treebo Akshaya Mayflower,3
"River Road, Hampi.",Hampi River Road,Hampi,Karnataka,India,15.33502252,76.46027808,Thilak Home Stay,0
Village Sehgar PO Kiarkoti via Mashobra,Mashobra,Shimla,Himachal Pradesh,India,31.13168457,77.20578345,Tranquil Countryside Homes,0
"Fort road, Kumbhalgarh,Distt. - Rajsamand",Fort Road/ Kumbhalgarh,kumbalgarh,Rajasthan,India,25.13000788,73.58623701,Tiger Valley Resort,1
"house no 634,aklera district",Near New Bus Stand,Jhalawar,Rajasthan,India,24.4119534,76.5660007,utkarsh Villa,0
"NO 322, 6th Main,HAL 2nd StageDefence colony,Indiranagar",Indiranagar,Bangalore,Karnataka,India,12.9741527,77.6461942,Urban Retreat,0
"Vasanth Vihar, Vidaya nagar, Near venkataeshwar Engg College, Bangalore North-562157",Kempegowda International Airport,Bangalore,Karnataka,India,13.15705055,77.63816401,The Sweet Homes,1
"Gohsal Shenag, panchal road, tourism club house, old manali, teh. manali ser, manali , kullu, HP",Old Manali,Manali,Himachal Pradesh,India,32.2415294,77.1888121,The Tranquil Inn,0
"# 1/2, Hayes Road Richmond Town",City Center - Mg Road / Near,Bangalore,Karnataka,India,12.9663091,77.6015972,Treebo Mayflower Hayz Boutique,3
"Anand Nagar Complex, b/h AMTS Bus Stop,Prahlad Nagar garden Road,Ahmedabad - 380015",satellite road,Ahmedabad,Gujarat,India,23.01221054,72.51278625,Treebo Rajdeep Inn,2
"Boutique Serviced Suites  1/3, Artillery Road, Cambridge Layout Ulsoor,",City Center - Mg Road / Near,Bangalore,Karnataka,India,12.9714447,77.6235253,Trinity Suites,0
"The Royal Lake View Villa,	 google maps add to website 39, Outside Chandpole, Near Hanuman Ghat, Bagor Ka Nohra, Udaipur, Rajasthan, INDIA",Hanuman Ghat Area,Udaipur,Rajasthan,India,24.5804649,73.6795992,The Royal Lake View Villa,0
Village Naddi Po Dal Lake,Village Naddi,Mcleodganj,Himachal Pradesh,India,32.2523124,76.3034345,Udechee Huts,3
"Village:- Sherpur Kutalpura,Ranthambore Road,  Dist.Sawai Madhopur,",Ranthambhore,Sawai Madhopur,Rajasthan,India,26.0656189,76.4330789,Tiger Machan Resort,2
2nd floor municipal library shopping complex  Alleppey kerala,Others,Alleppey,Kerala,India,9.4980667,76.3388484,"Tours To Kerala ,Deluxe Room For 2, Houseboat",0
CHANDIPUR BALASORE,Chandipur,Baleshwar,Orissa,India,21.4502646,87.021233,Torrento Resort,2
"Plot No. 32, Sector 8, Near B.M. Petrol Pump,  Gandhidham, Kutch 370 201, Gujarat",Tagore Road,Gandhidham,Gujarat,India,23.075297,70.133673,The Shiv Grand,3
Vamdev Road Pushkar Rajasthan India 305022,Brahma Temple Area,Pushkar,Rajasthan,India,26.482687,74.5624625,The Sukoon Resort,3
"Partappura Crossing, M G Road",M.G. Road,Agra,Uttar Pradesh,India,27.16667,78.0084733,Usha Kiran Palace,3
"1355 Hide Market ,G T Road ,Near Bhandari Bridge",Golden Temple Area,Amritsar,Punjab,India,31.6331752,74.8765618,Tourist Guest House,0
"Aberdeen Bazar , Port Blair",Aberdeen Bazar,Port Blair,Andaman and Nicobar Islands,India,11.6675019,92.7412765,TOURIST NEST,0
"6-1-344/1, G.N.Heights ,Padmarao Nagar , Walker Town,Secunderabad 500025",Rani Gunj,Secunderabad,Andhra Pradesh,India,17.43052,78.507335,Treebo GN International,2
"25,26nav ghat near city palace",Lake Pichola Area,Udaipur,Rajasthan,India,24.585445,73.712479,The shaharkot,3
"Princess street, Fort Cochin",Fort Kochi,Ernakulam,Kerala,India,9.966438722,76.2423974,Tom's Old Mansion,2
"222, Rajiv Gandhi, Infotech Park, Phase-1 Behind Wipro Company, Mann Road, Hinjewadi, Pune",Hinjewadi,Pune,Maharashtra,India,18.58573586,73.7309214,Treebo Niraali Executive,3
"10/2, Opp Grand Bhagwati, S.G.Highway,Bodakdev",S.G. Road,Ahmedabad,Gujarat,India,23.0432905,72.5107792,The White Leaf Hotel,3
"ChithraPuram,Thattathimukku,Munnar Road ChithraPuram, 685565",Chithirapuram,Munnar,Kerala,India,10.0760823,77.0630386,Tranquil Resort,0
"Off MG Road North End  Providence Rd,Kacheripady,Ernakulam",Ernakulam,Ernakulam,Kerala,India,9.986299301,76.28114141,The Senate Hotel,3
"Vp1/439, ITDC Road,  Kovalam Beach, Kovalam",Kovalam Beach,Kovalam,Kerala,India,8.390395039,76.97620581,Turtle On The Beach,5
"46,Bhupalpura Near J.K. Hospital",Bhopalpura,Udaipur,Rajasthan,India,24.58912209,73.69777768,The Shine Paying Guest House,0
"8-1-1, 2/2, Opp. Clock Tower,S. D. Road",S.D Road,Secunderabad,Andhra Pradesh,India,17.4404966,78.49756929,Time Square,3
"206/207, Westbury road, Mysore main road,opp old Rohini Theatre,Mysore-643006",Mysore Road,Ooty,Tamil Nadu,India,11.4064138,76.6932438,Treebo Rosefield Heritage,2
